dataset,trace,cache_pct,lru,lruforgive,lru_gap_pp,s3fifo,s3fifoforgive,s3_gap_pp
alibabaBlock_new,alibabaBlock_91,10,0.1109,0.1102,0.070,,0.1304,
alibabaBlock_new,alibabaBlock_92,10,0.0875,0.0872,0.030,0.1080,,
alibabaBlock_new,alibabaBlock_94,10,0.7342,0.7339,0.030,,,
alibabaBlock_new,alibabaBlock_96,10,0.1070,0.1033,0.370,,,
alibabaBlock_new,alibabaBlock_97,10,0.1069,0.1067,0.020,0.1050,0.1050,0.000
alibabaBlock_new,alibabaBlock_99,10,0.6179,0.6138,0.410,0.5790,0.5794,-0.035
cloudphysics,w01,10,0.8296,0.8296,0.000,0.8298,0.8298,0.000
cloudphysics,w02,10,0.9576,0.7101,24.750,0.4055,0.5341,-12.860
cloudphysics,w03,10,,,,,,
cloudphysics,w04,10,,,,,,
cloudphysics,w05,10,,,,,,
cloudphysics,w06,10,0.0685,0.0684,0.010,0.0663,0.0663,0.000
cloudphysics,w07,10,0.3898,0.3873,0.250,0.3143,0.3143,0.000
cloudphysics,w08,10,0.9546,0.9473,0.730,0.9255,0.9215,0.400
cloudphysics,w09,10,0.5072,0.5070,0.020,0.4938,0.4938,0.000
cloudphysics,w10,10,,,,,,
cloudphysics,w100,10,0.6762,0.6743,0.190,0.6499,0.6499,0.000
cloudphysics,w101,10,0.6754,0.6735,0.190,0.6483,0.6483,0.000
cloudphysics,w102,10,0.1926,0.1921,0.050,0.1804,0.1802,0.020
cloudphysics,w103,10,0.2958,0.2937,0.210,0.2818,0.2791,0.270
cloudphysics,w104,10,0.8625,0.8616,0.090,0.8746,0.8745,0.010
cloudphysics,w105,10,0.7188,0.7132,0.560,0.6514,0.6513,0.010
cloudphysics,w106,10,0.2114,0.2101,0.130,0.1951,0.1943,0.080
cloudphysics,w11,10,0.7393,0.7351,0.420,0.7066,0.7044,0.220
cloudphysics,w12,10,0.0247,0.0243,0.040,0.0235,0.0235,0.000
cloudphysics,w13,10,0.2759,0.2757,0.020,0.2543,0.2542,0.010
cloudphysics,w14,10,0.4902,0.4900,0.020,0.4709,0.4709,0.000
cloudphysics,w15,10,0.8398,0.8397,0.010,0.7328,0.7332,-0.040
cloudphysics,w16,10,0.8041,0.7963,0.780,0.7408,0.7403,0.050
cloudphysics,w17,10,0.1700,0.1690,0.100,0.1631,0.1631,0.000
cloudphysics,w18,10,0.6452,0.6370,0.820,0.5746,0.5741,0.050
cloudphysics,w19,10,0.1994,0.1805,1.890,0.1433,0.1438,-0.050
cloudphysics,w20,10,0.6671,0.6655,0.160,0.6524,0.6524,0.000
cloudphysics,w21,10,0.9015,0.9004,0.110,0.8221,0.8220,0.010
cloudphysics,w22,10,0.8848,0.8844,0.040,0.8756,0.8755,0.010
cloudphysics,w23,10,0.3554,0.3548,0.060,0.3286,0.3286,0.000
cloudphysics,w24,10,0.5513,0.5492,0.210,0.5169,0.5168,0.010
cloudphysics,w25,10,0.3755,0.3709,0.460,0.2157,0.2157,0.000
cloudphysics,w26,10,0.3430,0.3414,0.160,0.3195,0.3193,0.020
cloudphysics,w27,10,0.6016,0.5957,0.590,0.5599,0.5585,0.140
cloudphysics,w28,10,0.7301,0.7267,0.340,0.6829,0.6819,0.100
cloudphysics,w29,10,0.5979,0.5907,0.720,0.6008,0.5984,0.240
cloudphysics,w30,10,0.1758,0.1757,0.010,0.1687,0.1686,0.010
cloudphysics,w31,10,,,,,,
cloudphysics,w32,10,0.5165,0.5154,0.110,0.5031,0.5025,0.060
cloudphysics,w33,10,0.1654,0.1637,0.170,0.1624,0.1623,0.010
cloudphysics,w34,10,0.4516,0.4494,0.220,0.4486,0.4482,0.040
cloudphysics,w35,10,0.0988,0.0976,0.120,0.0947,0.0946,0.010
cloudphysics,w36,10,0.1537,0.1512,0.250,0.1508,0.1507,0.010
cloudphysics,w37,10,0.5086,0.5076,0.100,0.4081,0.4078,0.030
cloudphysics,w38,10,0.6494,0.6475,0.190,0.5678,0.5675,0.030
cloudphysics,w39,10,0.1002,0.0970,0.320,0.0919,0.0924,-0.050
cloudphysics,w40,10,0.1268,0.1255,0.130,0.1236,0.1235,0.010
cloudphysics,w41,10,0.0862,0.0834,0.280,0.0757,0.0757,0.000
cloudphysics,w42,10,0.7019,0.6983,0.360,0.6677,0.6671,0.060
cloudphysics,w43,10,0.6564,0.6505,0.590,0.5980,0.5980,0.000
cloudphysics,w44,10,0.8883,0.8843,0.400,0.8501,0.8503,-0.020
cloudphysics,w45,10,0.1497,0.1525,-0.280,0.1390,0.1392,-0.020
cloudphysics,w46,10,0.5134,0.5098,0.360,0.5176,0.5171,0.050
cloudphysics,w47,10,0.1447,0.1447,0.000,0.1346,0.1338,0.080
cloudphysics,w48,10,0.8622,0.8610,0.120,0.7626,0.7626,0.000
cloudphysics,w49,10,0.6225,0.6186,0.390,0.5786,0.5779,0.070
cloudphysics,w50,10,0.3101,0.3085,0.160,0.2052,0.2053,-0.010
cloudphysics,w51,10,0.4012,0.3949,0.630,0.3515,0.3521,-0.060
cloudphysics,w52,10,0.2129,0.2047,0.820,0.1619,0.1615,0.040
cloudphysics,w53,10,0.6813,0.6808,0.050,0.6754,0.6754,0.000
cloudphysics,w54,10,,,,,,
cloudphysics,w55,10,0.8604,0.8601,0.030,0.8601,0.8601,0.000
cloudphysics,w56,10,0.1605,0.1578,0.270,0.1350,0.1350,0.000
cloudphysics,w57,10,0.1987,0.1951,0.360,0.1756,0.1756,0.000
cloudphysics,w58,10,0.4146,0.4075,0.710,0.3655,0.3653,0.020
cloudphysics,w59,10,0.6998,0.6976,0.220,0.6530,0.6515,0.150
cloudphysics,w60,10,0.8051,0.8010,0.410,0.7696,0.7693,0.030
cloudphysics,w61,10,0.5124,0.5089,0.350,0.5202,0.5173,0.290
cloudphysics,w62,10,0.8398,0.8386,0.120,0.6818,0.6818,0.000
cloudphysics,w63,10,0.6661,0.6642,0.190,0.6324,0.6325,-0.010
cloudphysics,w64,10,0.8901,0.8898,0.030,0.8891,0.8891,0.000
cloudphysics,w65,10,0.9820,0.9808,0.120,0.9691,0.9691,0.000
cloudphysics,w66,10,0.4256,0.3986,2.700,0.3424,0.3451,-0.270
cloudphysics,w67,10,0.1565,0.1549,0.160,0.1437,0.1440,-0.030
cloudphysics,w68,10,0.1938,0.1913,0.250,0.1682,0.1682,0.000
cloudphysics,w69,10,0.4253,0.4177,0.760,0.3705,0.3701,0.040
cloudphysics,w70,10,0.1920,0.1905,0.150,0.1893,0.1889,0.040
cloudphysics,w71,10,0.3311,0.3234,0.770,0.2243,0.2246,-0.030
cloudphysics,w72,10,0.2770,0.2737,0.330,0.2579,0.2551,0.280
cloudphysics,w73,10,0.4028,0.4002,0.260,0.3269,0.3264,0.050
cloudphysics,w74,10,0.1707,0.1691,0.160,0.1623,0.1619,0.040
cloudphysics,w75,10,0.1564,0.1521,0.430,0.1330,0.1329,0.010
cloudphysics,w76,10,0.2471,0.2462,0.090,0.2413,0.2413,0.000
cloudphysics,w77,10,0.5242,0.5201,0.410,0.4907,0.4913,-0.060
cloudphysics,w78,10,0.3534,0.3528,0.060,0.3266,0.3263,0.030
cloudphysics,w79,10,0.8992,0.8974,0.180,0.8889,0.8889,0.000
cloudphysics,w80,10,0.6370,0.6087,2.830,0.5615,0.5587,0.280
cloudphysics,w81,10,0.6729,0.6704,0.250,0.5900,0.5900,0.000
cloudphysics,w82,10,0.3820,0.3591,2.290,0.3282,0.3289,-0.070
cloudphysics,w83,10,0.3801,0.3791,0.100,0.3679,0.3679,0.000
cloudphysics,w84,10,0.3454,0.3419,0.350,0.3160,0.3154,0.060
cloudphysics,w85,10,0.8240,0.8153,0.870,0.7823,0.7823,0.000
cloudphysics,w86,10,0.9524,0.9513,0.110,0.9441,0.9440,0.010
cloudphysics,w87,10,0.7682,0.7666,0.160,0.7579,0.7571,0.080
cloudphysics,w88,10,0.2639,0.2583,0.560,0.2484,0.2464,0.200
cloudphysics,w89,10,0.3821,0.3808,0.130,0.3391,0.3389,0.020
cloudphysics,w90,10,0.6664,0.6537,1.270,0.6492,0.6310,1.820
cloudphysics,w91,10,0.3522,0.3479,0.430,0.3002,0.3003,-0.010
cloudphysics,w92,10,0.8215,0.8195,0.200,0.7569,0.7569,0.000
cloudphysics,w93,10,0.8296,0.8262,0.340,0.7863,0.7863,0.000
cloudphysics,w94,10,0.4489,0.4391,0.980,0.4333,0.4072,2.610
cloudphysics,w95,10,0.3064,0.3008,0.560,0.2750,0.2744,0.060
cloudphysics,w96,10,0.4714,0.4687,0.270,0.4848,0.4828,0.200
cloudphysics,w97,10,0.6803,0.6785,0.180,0.6538,0.6538,0.000
cloudphysics,w98,10,0.6773,0.6752,0.210,0.6495,0.6495,0.000
cloudphysics,w99,10,0.6619,0.6607,0.120,0.6351,0.6349,0.020
fiu,fiu_casa-110108-112108,10,,,,,,
fiu,fiu_cheetah.cs.fiu.edu-110108-113008,10,0.1007,0.1006,0.010,0.0887,0.0887,0.000
fiu,fiu_homes-110108-112108,10,,,,,,
fiu,fiu_ikki-110108-112108,10,,,,,,
fiu,fiu_madmax-110108-112108,10,,,,,,
fiu,fiu_online.cs.fiu.edu-110108-113008,10,,,,,,
fiu,fiu_webmail+online.cs.fiu.edu-110108-113008,10,,,,,,
fiu,fiu_webmail.cs.fiu.edu-110108-113008,10,,,,,,
fiu,fiu_webresearch-030409-033109,10,,,,,,
fiu,fiu_webusers-030409-033109,10,,,,,,
metaCDN,meta_reag,10,,,,,,
metaCDN,meta_rnha,10,,,,,,
metaCDN,meta_rprn,10,,,,,,
metaKV,202206_kv_traces_all.csv,10,0.0599,,,0.0493,,
metaKV,202210_kv_traces_all_sort.csv,10,0.0540,,,0.0494,,
metaKV,202401_kv_traces_all_sort.csv,10,0.0780,0.0780,0.000,0.0745,0.0745,0.000
metaStorage,block_traces_1,10,,,,,,
metaStorage,block_traces_2,10,,,,,,
metaStorage,block_traces_3,10,,,,,,
metaStorage,block_traces_4,10,,,,,,
metaStorage,block_traces_5,10,,,,,,
msr,msr_hm_0,10,0.3105,0.3092,0.130,0.2870,0.2866,0.040
msr,msr_prn_0,10,0.2315,0.2292,0.230,0.2072,0.2072,0.000
msr,msr_prn_1,10,0.3004,0.2996,0.080,0.2412,0.2411,0.010
msr,msr_proj_0,10,0.2645,0.2587,0.580,0.2378,0.2375,0.030
msr,msr_proj_1,10,0.8179,0.8178,0.010,0.8082,0.8081,0.010
msr,msr_proj_2,10,0.9338,0.9329,0.090,0.9107,0.9091,0.160
msr,msr_proj_4,10,0.4851,0.4849,0.020,0.4659,0.4659,0.000
msr,msr_prxy_0,10,0.0547,0.0536,0.110,0.0525,0.0521,0.040
msr,msr_prxy_1,10,0.0027,0.0026,0.010,0.0025,0.0025,0.000
msr,msr_src1_0,10,0.9226,0.9212,0.140,0.8761,0.8754,0.070
msr,msr_src1_1,10,0.8357,0.8347,0.100,0.8000,0.7999,0.010
msr,msr_usr_1,10,0.4203,0.4197,0.060,0.3782,0.3782,0.000
msr,msr_usr_2,10,0.7473,0.7471,0.020,0.7217,0.7217,0.000
msr,msr_web_2,10,0.9950,0.9949,0.010,0.9945,0.9945,0.000
systor,2016_LUN0,10,,,,,,
systor,2016_LUN1,10,,,,,,
systor,2016_LUN2,10,,,,,,
systor,2016_LUN3,10,,,,,,
systor,2016_LUN4,10,,,,,,
systor,2016_LUN6,10,,,,,,
tencentBlock_v2,tencentBlock_10000,10,0.1989,0.1986,0.030,0.2113,0.2113,0.000
tencentBlock_v2,tencentBlock_10001,10,0.2912,0.2867,0.450,0.2756,0.2756,0.000
tencentBlock_v2,tencentBlock_10012,10,0.2713,0.2697,0.160,0.2630,0.2628,0.020
tencentBlock_v2,tencentBlock_10100,10,0.8210,0.8196,0.140,0.8052,0.8052,0.000
tencentBlock_v2,tencentBlock_10163,10,0.3002,0.2981,0.210,0.2855,0.2853,0.020
tencentBlock_v2,tencentBlock_10171,10,0.1269,0.1267,0.020,0.1351,0.1351,0.000
tencentBlock_v2,tencentBlock_10226,10,0.2845,0.2833,0.120,0.2774,0.2772,0.020
tencentBlock_v2,tencentBlock_10348,10,0.3860,0.3696,1.640,0.3241,0.3231,0.100
tencentBlock_v2,tencentBlock_10476,10,0.3364,0.3341,0.230,0.3222,0.3219,0.030
tencentBlock_v2,tencentBlock_10512,10,0.3313,0.3289,0.240,0.3155,0.3153,0.020
tencentBlock_v2,tencentBlock_10533,10,0.1669,0.1666,0.030,0.1647,0.1647,0.000
tencentBlock_v2,tencentBlock_10564,10,0.2965,0.2949,0.160,0.2856,0.2854,0.020
tencentBlock_v2,tencentBlock_1063,10,0.2392,,,0.2391,0.2388,0.030
tencentBlock_v2,tencentBlock_10635,10,0.2007,0.2003,0.040,0.2134,0.2134,0.000
tencentBlock_v2,tencentBlock_1069,10,0.3225,0.3226,-0.010,0.3233,0.3233,0.000
tencentBlock_v2,tencentBlock_10799,10,0.1936,0.1932,0.040,0.2084,0.2084,0.000
tencentBlock_v2,tencentBlock_10836,10,0.9437,0.9437,0.000,0.9199,0.9199,0.000
tencentBlock_v2,tencentBlock_10935,10,0.2109,0.2102,0.070,0.2005,0.2005,0.000
tencentBlock_v2,tencentBlock_11013,10,0.2875,0.2854,0.210,0.2710,0.2709,0.010
tencentBlock_v2,tencentBlock_11034,10,0.2090,0.2086,0.040,0.2200,0.2200,0.000
tencentBlock_v2,tencentBlock_11156,10,,,,,,
tencentBlock_v2,tencentBlock_1121,10,0.2138,0.2121,0.170,0.2221,0.2217,0.040
tencentBlock_v2,tencentBlock_1148,10,0.1625,0.1622,0.030,0.1546,0.1546,0.000
tencentBlock_v2,tencentBlock_11509,10,0.3319,0.3316,0.030,0.3316,0.3314,0.020
tencentBlock_v2,tencentBlock_1152,10,0.0788,0.0788,0.000,0.0780,0.0780,0.000
tencentBlock_v2,tencentBlock_11549,10,0.2596,0.2575,0.210,0.2573,0.2570,0.030
tencentBlock_v2,tencentBlock_11569,10,0.3702,0.3676,0.260,0.3498,0.3495,0.030
tencentBlock_v2,tencentBlock_11615,10,0.2965,0.2944,0.210,0.2849,0.2847,0.020
tencentBlock_v2,tencentBlock_1162,10,0.9966,0.9966,0.000,0.9947,0.9947,0.000
tencentBlock_v2,tencentBlock_11622,10,0.6817,0.6801,0.160,0.6543,0.6543,0.000
tencentBlock_v2,tencentBlock_1163,10,0.0191,0.0191,0.000,0.0173,0.0173,0.000
tencentBlock_v2,tencentBlock_11633,10,0.2704,0.2704,0.000,0.2647,0.2647,0.000
tencentBlock_v2,tencentBlock_11634,10,0.2762,0.2748,0.140,0.2697,0.2695,0.020
tencentBlock_v2,tencentBlock_1164,10,0.1186,0.1185,0.010,0.1115,0.1115,0.000
tencentBlock_v2,tencentBlock_11648,10,0.2853,0.2836,0.170,0.2708,0.2706,0.020
tencentBlock_v2,tencentBlock_11656,10,0.2129,0.2125,0.040,0.2272,0.2271,0.010
tencentBlock_v2,tencentBlock_11669,10,0.2625,0.2608,0.170,0.2557,0.2555,0.020
tencentBlock_v2,tencentBlock_11784,10,0.2784,0.2767,0.170,0.2657,0.2655,0.020
tencentBlock_v2,tencentBlock_11822,10,0.4086,0.4071,0.150,0.4075,0.4075,0.000
tencentBlock_v2,tencentBlock_11887,10,0.1947,0.1943,0.040,0.2091,0.2090,0.010
tencentBlock_v2,tencentBlock_11933,10,0.3005,0.2990,0.150,0.2873,0.2871,0.020
tencentBlock_v2,tencentBlock_1205,10,,,,,,
tencentBlock_v2,tencentBlock_12075,10,0.3239,0.3214,0.250,0.3112,0.3109,0.030
tencentBlock_v2,tencentBlock_1214,10,,,,,,
tencentBlock_v2,tencentBlock_12186,10,0.2357,0.2357,0.000,0.2440,0.2440,0.000
tencentBlock_v2,tencentBlock_12200,10,0.8592,0.8580,0.120,0.8305,0.8305,0.000
tencentBlock_v2,tencentBlock_12217,10,0.2749,0.2738,0.110,0.2673,0.2671,0.020
tencentBlock_v2,tencentBlock_12300,10,0.1075,0.1073,0.020,0.1056,0.1056,0.000
tencentBlock_v2,tencentBlock_12430,10,0.1043,0.1040,0.030,0.1038,0.1038,0.000
tencentBlock_v2,tencentBlock_12447,10,0.4189,0.4142,0.470,0.4154,0.4154,0.000
tencentBlock_v2,tencentBlock_12455,10,,,,,,
tencentBlock_v2,tencentBlock_12461,10,0.2739,0.2712,0.270,0.2908,0.2901,0.070
tencentBlock_v2,tencentBlock_12621,10,0.7686,0.7530,1.560,0.6963,0.6963,0.000
tencentBlock_v2,tencentBlock_12704,10,0.3159,0.3140,0.190,0.3110,0.3104,0.060
tencentBlock_v2,tencentBlock_12726,10,0.2890,0.2873,0.170,0.2781,0.2780,0.010
tencentBlock_v2,tencentBlock_1273,10,0.1650,0.1648,0.020,0.1440,0.1440,0.000
tencentBlock_v2,tencentBlock_12745,10,0.7811,0.7800,0.110,0.7565,0.7565,0.000
tencentBlock_v2,tencentBlock_12754,10,0.2973,0.2976,-0.030,0.3090,0.3089,0.010
tencentBlock_v2,tencentBlock_12908,10,0.2419,0.2406,0.130,0.2413,0.2412,0.010
tencentBlock_v2,tencentBlock_1293,10,0.5111,0.5104,0.070,0.5369,0.5369,0.000
tencentBlock_v2,tencentBlock_12973,10,0.2882,0.2868,0.140,0.2785,0.2782,0.030
tencentBlock_v2,tencentBlock_13039,10,0.2958,0.2935,0.230,0.2903,0.2898,0.050
tencentBlock_v2,tencentBlock_13057,10,0.3005,0.2984,0.210,0.2872,0.2870,0.020
tencentBlock_v2,tencentBlock_1306,10,0.4834,0.4832,0.020,0.4775,0.4779,-0.040
tencentBlock_v2,tencentBlock_13155,10,0.2800,0.2799,0.010,0.2649,0.2651,-0.020
tencentBlock_v2,tencentBlock_13198,10,0.2755,0.2743,0.120,0.2724,0.2715,0.090
tencentBlock_v2,tencentBlock_1326,10,0.1629,0.1627,0.020,0.1698,0.1697,0.010
tencentBlock_v2,tencentBlock_13286,10,0.2610,0.2598,0.120,0.2535,0.2534,0.010
tencentBlock_v2,tencentBlock_13349,10,0.3445,0.3420,0.250,0.3281,0.3277,0.040
tencentBlock_v2,tencentBlock_13435,10,0.2830,0.2819,0.110,0.2761,0.2759,0.020
tencentBlock_v2,tencentBlock_13439,10,0.3095,0.3073,0.220,0.3055,0.3048,0.070
tencentBlock_v2,tencentBlock_13494,10,,,,,,
tencentBlock_v2,tencentBlock_1351,10,0.1775,0.1774,0.010,0.1620,0.1619,0.010
tencentBlock_v2,tencentBlock_1360,10,,,,,,
tencentBlock_v2,tencentBlock_1362,10,0.3962,0.3899,0.630,0.3671,0.3671,0.000
tencentBlock_v2,tencentBlock_13786,10,0.3337,0.3312,0.250,0.3190,0.3188,0.020
tencentBlock_v2,tencentBlock_13789,10,0.2113,0.2115,-0.020,0.2287,0.2287,0.000
tencentBlock_v2,tencentBlock_13811,10,0.3024,0.3005,0.190,0.2900,0.2898,0.020
tencentBlock_v2,tencentBlock_13912,10,0.2150,0.2146,0.040,0.2227,0.2227,0.000
tencentBlock_v2,tencentBlock_1394,10,0.0543,0.0543,0.000,0.0555,0.0555,0.000
tencentBlock_v2,tencentBlock_13980,10,0.4062,0.4044,0.180,0.3969,0.3969,0.000
tencentBlock_v2,tencentBlock_14002,10,0.4475,0.4417,0.580,0.4143,0.4143,0.000
tencentBlock_v2,tencentBlock_14067,10,0.1985,0.1978,0.070,0.2106,0.2106,0.000
tencentBlock_v2,tencentBlock_14207,10,0.2658,0.2648,0.100,0.2570,0.2569,0.010
tencentBlock_v2,tencentBlock_14248,10,0.1466,0.1467,-0.010,0.1545,0.1545,0.000
tencentBlock_v2,tencentBlock_14300,10,0.6574,0.6567,0.070,0.6235,0.6235,0.000
tencentBlock_v2,tencentBlock_1437,10,0.0772,0.0772,0.000,0.0767,0.0767,0.000
tencentBlock_v2,tencentBlock_14467,10,0.5880,0.5880,0.000,0.6012,0.6011,0.010
tencentBlock_v2,tencentBlock_1458,10,0.0494,0.0494,0.000,0.0489,0.0489,0.000
tencentBlock_v2,tencentBlock_14585,10,0.5558,0.5541,0.170,0.5375,0.5375,0.000
tencentBlock_v2,tencentBlock_1475,10,0.2660,0.2650,0.100,0.2561,0.2559,0.020
tencentBlock_v2,tencentBlock_14833,10,0.2815,0.2801,0.140,0.2698,0.2696,0.020
tencentBlock_v2,tencentBlock_14863,10,0.3962,0.3807,1.550,0.3036,0.3035,0.010
tencentBlock_v2,tencentBlock_1505,10,0.2692,0.2678,0.140,0.2632,0.2630,0.020
tencentBlock_v2,tencentBlock_15138,10,0.2834,0.2810,0.240,0.2871,0.2863,0.080
tencentBlock_v2,tencentBlock_15175,10,0.2054,0.2047,0.070,0.2195,0.2195,0.000
tencentBlock_v2,tencentBlock_1525,10,0.2778,0.2758,0.200,0.2754,0.2751,0.030
tencentBlock_v2,tencentBlock_15420,10,0.7030,0.7015,0.150,0.6824,0.6824,0.000
tencentBlock_v2,tencentBlock_1548,10,0.7257,0.7020,2.370,0.6124,0.6121,0.030
tencentBlock_v2,tencentBlock_15481,10,0.3268,0.3258,0.100,0.3154,0.3154,0.000
tencentBlock_v2,tencentBlock_1552,10,0.2872,0.2853,0.190,0.2775,0.2773,0.020
tencentBlock_v2,tencentBlock_15549,10,0.1227,0.1226,0.010,0.1277,0.1277,0.000
tencentBlock_v2,tencentBlock_1557,10,0.4187,0.4130,0.570,0.3654,0.3650,0.040
tencentBlock_v2,tencentBlock_15701,10,0.3775,0.3771,0.040,0.3632,0.3632,0.000
tencentBlock_v2,tencentBlock_15804,10,0.2539,0.2516,0.230,0.2765,0.2759,0.060
tencentBlock_v2,tencentBlock_15812,10,0.3203,0.3177,0.260,0.3047,0.3044,0.030
tencentBlock_v2,tencentBlock_1586,10,0.2613,0.2598,0.150,0.2496,0.2495,0.010
tencentBlock_v2,tencentBlock_1591,10,0.9965,0.9965,0.000,0.9947,0.9947,0.000
tencentBlock_v2,tencentBlock_15910,10,0.2886,0.2866,0.200,0.2787,0.2784,0.030
tencentBlock_v2,tencentBlock_15939,10,0.2883,0.2851,0.320,0.2731,0.2730,0.010
tencentBlock_v2,tencentBlock_15957,10,0.1971,0.1967,0.040,0.2087,0.2086,0.010
tencentBlock_v2,tencentBlock_1599,10,0.9070,0.9070,0.000,0.9183,0.9183,0.000
tencentBlock_v2,tencentBlock_16023,10,0.2783,0.2764,0.190,0.2677,0.2676,0.010
tencentBlock_v2,tencentBlock_16065,10,0.2691,0.2676,0.150,0.2627,0.2625,0.020
tencentBlock_v2,tencentBlock_1625,10,,,,,,
tencentBlock_v2,tencentBlock_1633,10,0.2527,0.2517,0.100,0.2162,0.2162,0.000
tencentBlock_v2,tencentBlock_16357,10,0.2684,0.2672,0.120,0.2591,0.2590,0.010
tencentBlock_v2,tencentBlock_16433,10,0.1975,0.1968,0.070,0.1807,0.1806,0.010
tencentBlock_v2,tencentBlock_16546,10,0.1850,0.1857,-0.070,0.2088,0.2084,0.040
tencentBlock_v2,tencentBlock_1655,10,0.1135,0.1139,-0.040,0.1183,0.1183,0.000
tencentBlock_v2,tencentBlock_1662,10,,,,,,
tencentBlock_v2,tencentBlock_16639,10,0.3057,0.3053,0.040,0.2838,0.2838,0.000
tencentBlock_v2,tencentBlock_16739,10,,,,,,
tencentBlock_v2,tencentBlock_16742,10,0.6640,0.6532,1.080,0.5656,0.5654,0.020
tencentBlock_v2,tencentBlock_16788,10,0.6494,0.6470,0.240,0.6236,0.6233,0.030
tencentBlock_v2,tencentBlock_16864,10,0.6493,0.6482,0.110,0.6108,0.6108,0.000
tencentBlock_v2,tencentBlock_16868,10,0.2140,0.2140,0.000,0.2230,0.2229,0.010
tencentBlock_v2,tencentBlock_16918,10,0.2787,0.2774,0.130,0.2605,0.2604,0.010
tencentBlock_v2,tencentBlock_16923,10,0.6657,0.6646,0.110,0.6750,0.6750,0.000
tencentBlock_v2,tencentBlock_1699,10,0.3274,0.3243,0.310,0.3195,0.3192,0.030
tencentBlock_v2,tencentBlock_17009,10,0.7005,0.6986,0.190,0.6744,0.6744,0.000
tencentBlock_v2,tencentBlock_17010,10,0.2055,0.2051,0.040,0.2207,0.2207,0.000
tencentBlock_v2,tencentBlock_17173,10,0.1967,0.1962,0.050,0.2111,0.2110,0.010
tencentBlock_v2,tencentBlock_1730,10,,,,,,
tencentBlock_v2,tencentBlock_17389,10,0.2343,0.2338,0.050,0.2453,0.2453,0.000
tencentBlock_v2,tencentBlock_17393,10,0.3660,0.3658,0.020,0.3464,0.3464,0.000
tencentBlock_v2,tencentBlock_17513,10,0.2859,0.2839,0.200,0.2782,0.2776,0.060
tencentBlock_v2,tencentBlock_1757,10,0.2503,0.2495,0.080,0.2514,0.2511,0.030
tencentBlock_v2,tencentBlock_17644,10,0.3007,0.2985,0.220,0.2837,0.2836,0.010
tencentBlock_v2,tencentBlock_17742,10,0.7050,0.7037,0.130,0.6869,0.6869,0.000
tencentBlock_v2,tencentBlock_17792,10,0.6165,0.6164,0.010,0.6188,0.6188,0.000
tencentBlock_v2,tencentBlock_17837,10,0.2859,0.2841,0.180,0.2736,0.2734,0.020
tencentBlock_v2,tencentBlock_1791,10,0.3552,0.3543,0.090,0.3555,0.3555,0.000
tencentBlock_v2,tencentBlock_17998,10,0.5415,0.5422,-0.070,0.5374,0.5374,0.000
tencentBlock_v2,tencentBlock_1802,10,0.3356,0.3333,0.230,0.3205,0.3201,0.040
tencentBlock_v2,tencentBlock_18133,10,0.4461,0.4326,1.350,0.3272,0.3277,-0.050
tencentBlock_v2,tencentBlock_18292,10,0.0257,0.0257,0.000,0.0258,0.0258,0.000
tencentBlock_v2,tencentBlock_18324,10,0.4792,0.4790,0.020,0.4637,0.4637,0.000
tencentBlock_v2,tencentBlock_18417,10,0.1514,0.1509,0.050,0.1481,0.1481,0.000
tencentBlock_v2,tencentBlock_18464,10,0.2130,0.2133,-0.030,0.2349,0.2349,0.000
tencentBlock_v2,tencentBlock_1847,10,0.8413,0.8406,0.070,0.8362,0.8362,0.000
tencentBlock_v2,tencentBlock_18605,10,0.2759,0.2752,0.070,0.2787,0.2787,0.000
tencentBlock_v2,tencentBlock_18797,10,0.2059,0.2056,0.030,0.2195,0.2195,0.000
tencentBlock_v2,tencentBlock_1894,10,0.4919,0.4915,0.040,0.4967,0.4967,0.000
tencentBlock_v2,tencentBlock_18961,10,0.3430,0.3426,0.040,0.3362,0.3362,0.000
tencentBlock_v2,tencentBlock_1900,10,0.5441,0.5442,-0.010,0.5362,0.5362,0.000
tencentBlock_v2,tencentBlock_1911,10,0.9966,0.9966,0.000,0.9948,0.9948,0.000
tencentBlock_v2,tencentBlock_19120,10,0.6738,0.6724,0.140,0.6306,0.6306,0.000
tencentBlock_v2,tencentBlock_19202,10,0.2387,0.2388,-0.010,0.2705,0.2705,0.000
tencentBlock_v2,tencentBlock_19220,10,0.1955,0.1951,0.040,0.2087,0.2087,0.000
tencentBlock_v2,tencentBlock_19260,10,0.2176,0.2177,-0.010,0.2285,0.2284,0.010
tencentBlock_v2,tencentBlock_19265,10,0.1920,0.1916,0.040,0.2068,0.2068,0.000
tencentBlock_v2,tencentBlock_19271,10,0.5085,0.5091,-0.060,0.5137,0.5137,0.000
tencentBlock_v2,tencentBlock_1933,10,0.3178,0.3153,0.250,0.3073,0.3071,0.020
tencentBlock_v2,tencentBlock_19985,10,0.2803,0.2784,0.190,0.2672,0.2670,0.020
tencentBlock_v2,tencentBlock_1999,10,0.3431,0.3403,0.280,0.3256,0.3252,0.040
tencentBlock_v2,tencentBlock_20042,10,0.4683,0.4636,0.470,0.4471,0.4472,-0.010
tencentBlock_v2,tencentBlock_20052,10,0.3382,0.3357,0.250,0.3260,0.3256,0.040
tencentBlock_v2,tencentBlock_2009,10,0.8140,0.8124,0.160,0.8047,0.8041,0.060
